citing	cited	new_type	confidence	rationale
hep-ph/0306005	hep-ph/0111100	contrasts	high	The citing paper explicitly states its result (finite pion velocity) is in contrast to [TARGET]'s result that pion velocity becomes zero at T_c.
hep-ph/0310051	hep-ph/0009215	contrasts	high	Citing paper explicitly states the cited paper's real-time formulation suffers from serious physical problems.
hep-ph/0310051	nucl-th/0209030	contrasts	high	Citing paper criticizes the cited approach as inconsistent and requiring ad hoc cut-offs.
hep-ph/0310051	hep-ph/9807388	contrasts	high	Citing paper criticizes the cited approach as inconsistent and requiring ad hoc cut-offs.
hep-ph/0301227	hep-ph/9701237	uses	high	The citing paper mentions the cited paper's result as a comparison point but does not dispute it directly; it notes a disagreement with a third-party constraint.
hep-ph/0301227	hep-ph/9604404	uses	high	The citing paper references the cited paper's causal constraint as a comparison, not as a dispute with the cited paper's own claims.
hep-ph/0312125	hep-ph/0307019	uses	high	The citing paper references the cited paper's proposal of I=2 for the Theta+ but does not assert the cited paper is wrong; it notes it is not favored by other analyses.
hep-ph/0309332	hep-ph/0209161	contrasts	high	The citing paper explicitly states its finding is in contrast to the cited paper's claim about the Cronin effect and nuclear shadowing being essential for flat R at RHIC and small at LHC.
hep-ph/0304011	hep-ph/0005101	uses	high	The citing paper references [TARGET] as a source of an argument about favorable conditions, not as a dispute.
hep-ph/0304011	hep-ph/9805261	uses	high	The citing paper mentions [TARGET] as a possible mechanism for correlations, not as a disputed claim.
hep-ph/0304011	hep-ph/9310228	contrasts	high	The citing paper explicitly states that previous works, including [TARGET], reported no large fluctuations, and the citing paper explains this differently, implying a correction.
hep-ph/0403230	astro-ph/0302441	uses	high	The citing paper supports Link's observation, not disputes it.
hep-ph/0404051	nucl-th/9509009	compares	high	The context contrasts two different model approaches, not a dispute over correctness.
hep-ph/0312371	hep-ph/0210227	uses	high	The citing paper mentions the Schwinger-Dyson method as a complementary approach, not as a disputed claim.
hep-ph/0311112	hep-ph/0310350	uses	high	The citing paper mentions the cited paper as a related work that also explores photon asymmetry sensitivity, but does not dispute its claims.
hep-ph/0212109	hep-ph/0205048	compares	high	The context notes a difference in treatment of k_T smearing and scale choices, but does not assert that the cited paper's claims are wrong.
hep-ph/0212109	hep-ph/0109233	compares	high	The context states that the cited paper uses different scale choices and no K_NLO factors, but notes similar agreement with data, so no dispute is asserted.
hep-ph/0402002	hep-ph/9804403	uses	high	The citing paper references the CFL phase as an observed phenomenon, not as a disputed claim.
hep-ph/0402002	hep-lat/9809166	uses	high	The citing paper references the CFL phase as an observed phenomenon, not as a disputed claim.
hep-ph/0401149	hep-ph/0010083	contrasts	high	Citing paper states the trilinear interaction was neglected previously in the cited paper, implying a correction.
hep-ph/0401149	hep-ph/0201079	compares	medium	Citing paper contrasts the cited paper's glueball theory with the Polyakov model, noting a difference in color dependence, not a dispute.
hep-ph/0310019	hep-ph/0307345	contrasts	high	The citing paper notes that [TARGET] suggests odd parity, while the citing paper's results favor positive parity, indicating a direct dispute.
hep-ph/0310019	hep-ph/0308242	compares	medium	The citing paper compares different model predictions for kappa_Theta, including [TARGET]'s value, without asserting [TARGET] is wrong.
hep-ph/0307028	nucl-th/0010048	contrasts	low	recheck response unparseable, original label kept
hep-ph/0401074	hep-ph/0307345	uses	high	The citing paper cites [TARGET] as one of the calculations predicting negative parity, not as a dispute.
hep-ph/0401074	hep-ph/0310019	compares	medium	The context notes a different form factor used in [TARGET], which is a neutral comparison, not a dispute.
hep-ph/0401074	hep-ph/0311054	compares	medium	The context notes a different form factor used in [TARGET], which is a neutral comparison, not a dispute.
hep-ph/0401074	nucl-th/9909048	uses	high	The citing paper mentions [TARGET] as a previous consideration of the reaction, but the contrast is with other attempts, not with [TARGET]'s claims.
hep-ph/0310337	hep-ph/9812510	background	low	Context too thin to establish a dispute with the cited paper.
hep-ph/0310337	hep-ph/9910225	background	low	Context too thin to establish a dispute with the cited paper.
hep-ph/0310337	hep-ph/9906478	background	low	Context too thin to establish a dispute with the cited paper.
hep-ph/0310337	nucl-th/9910056	contrasts	high	Citing paper states its results reduce the gap compared to previous results that did not include non-Fermi-liquid contributions, which are attributed to the cited paper.
hep-ph/0310337	nucl-th/9907041	contrasts	high	Citing paper states its results reduce the gap compared to previous results that did not include non-Fermi-liquid contributions, which are attributed to the cited paper.
hep-ph/0212238	hep-ph/0210304	uses	high	The citing paper references the cited paper's finding of positivity violation as a starting point, not as a dispute.
hep-ph/0212238	hep-ph/0209178	uses	high	The citing paper uses the cited paper's result as evidence of an inconsistency, not as a disagreement with the cited paper's claims.
hep-ph/0212238	hep-ph/0210305	uses	high	The cited paper's work is cited as a source of the positivity violation, not as a target of dispute.
hep-ph/0212238	hep-ph/0205109	uses	high	The citing paper references the cited paper's result as a known issue, not as a claim to be contradicted.
hep-ph/0405246	hep-ph/0312191	contrasts	high	The citing paper notes that [TARGET] argued collective exotic states cannot be genuine predictions at large N_c, which contradicts the citing paper's own claim.
hep-ph/0406125	hep-ph/0108162	uses	high	The citing paper cites these papers as support for the possibility of parity violation, not as a dispute.
hep-ph/0406125	hep-th/0101197	uses	high	The citing paper cites these papers as support for the possibility of parity violation, not as a dispute.
hep-ph/0406139	hep-ph/9510304	background	low	The context only mentions a distinction from a sum rule, not a dispute with the cited paper's claims.
hep-ph/0406137	hep-ph/0204079	contrasts	high	The citing paper states that previous work suggested a competitive free energy but quantitative results were not possible, implying a limitation or correction.
hep-ph/0406137	hep-ph/0405170	compares	medium	The citing paper notes that using a larger Delta_0 as in the target paper makes results more mu-dependent, indicating a difference in outcomes but not an explicit dispute of correctness.
hep-ph/0407257	nucl-th/0405054	uses	high	The citing paper references [TARGET] as evidence that a mixed phase is favored in the two-flavor case, not as a dispute.
hep-ph/0407170	hep-lat/0310054	background	low	The context mentions the cited paper's lattice regularization but does not assert any dispute with its claims or results.
hep-ph/0412132	hep-ph/0402056	contrasts	high	Citing paper explicitly argues against [TARGET]'s claim of gross SU(3) violation, showing consistency instead.
hep-ph/0503185	nucl-th/0412063	background	low	Context is too thin to establish a direct dispute with [TARGET].
hep-ph/0502093	hep-ph/0501010	background	low	Context only mentions not considering mixing with other octets, no dispute stated.
hep-ph/0410047	hep-ph/0001312	background	low	Context is too thin to establish a dispute; only notes a difference in notation.
hep-ph/0408173	hep-ph/9912289	background	low	Context only mentions refraining from comparison, no dispute stated.
hep-ph/0408022	hep-ph/9604423	contrasts	low	recheck response unparseable, original label kept
hep-ph/0503162	hep-ph/0107211	contrasts	high	The citing paper explicitly contrasts the MCFL phase's anisotropic dielectric behavior with the CFL phase's isotropic dielectric behavior, implying a difference in physical properties.
hep-ph/0409087	hep-ph/9909456	compares	high	The context notes a conceptual difference in saturation scale definitions, not a dispute of EKRT's claims.
hep-ph/0503076	nucl-th/0308033	background	low	The context only lists the cited paper in a bibliography without any surrounding text to establish a dispute.
hep-ph/0502008	nucl-th/0403052	uses	high	The citing paper references [TARGET]'s arguments as a starting point to address consistency, not to dispute them.
hep-ph/0408292	hep-ph/9604393	contrasts	low	recheck response unparseable, original label kept
hep-ph/0409296	hep-ph/9907417	uses	medium	The citing paper references the cited paper's finding as a starting point, not as a dispute.
hep-ph/0409296	hep-ph/9908507	uses	medium	The citing paper references the cited paper's finding as a starting point, not as a dispute.
hep-ph/0503042	nucl-th/0004006	background	low	The context only notes a naming difference, not a dispute about claims or results.
hep-ph/0503288	hep-ph/0502166	contrasts	high	The citing paper argues the A phase has ungapped modes causing cooling difficulties, favoring the CSL phase instead.
